employee_id,name,age,department,salary,experience_years
5398,Noah David,62.0,operations,6424.48,18
5399,Jamal Dubois,47.0, IT,6242.38,9
5400,Omar David,24.0,Support  ,2974.04,3
5401,Ugo Bernard,49.0,Hr,5089.02,14
5402,Xia Moreau,35.0,legal,6633.08,9
5403,Claire Fournier,31.0,Sales,5188.58,8
5404,Ziad Bertrand,28.0,Support,3896.72,7
5405,Farid Martin,32.0,Legal  ,7212.96,9
5406,Liam Simon,36.0,HR,4603.48,11
5407,Omar Dubois,60.0,Hr,6133.67,19
5408,Maya Moreau,59.0, Legal,8610.56,16
5409,Ines Moreau,31.0,Support  ,4390.97,11
5410,David David,46.0,OPERATIONS,6242.61,16
5411,Claire Fournier,61.0, IT,8358.73,19
5412,Qi Richard,23.0, R&D,5207.76,4
5413,Omar Dubois,31.0,r&d,7262.36,12
5414,Omar Robert,56.0,Finance,7387.48,15
5415,Ugo Moreau,60.0,IT,6564.19,12
5416,Maya Simon,45.0,Legal,7811.75,12
5417,Rita Petit,33.0,Marketing  ,5366.98,12
5418,Pablo Morel,54.0,HR,5805.67,17
5419,Wassim Fournier,34.0,Support,4359.64,11
5420,Bob Lefebvre,34.0,Marketing,4877.32,8
5421,Maya Martin,,Finance  ,6617.51,10
5422,Val Laurent,51.0,Support,5157.6,17
5423,Pablo Morel,30.0, HR,3773.4,4
5424,Ugo Morel,59.0,operations,4906.32,10
5425,Ziad Richard,60.0, Legal,9142.31,18
5426,Katia Moreau,56.0,R&D,7542.3,14
5427,Omar Richard,51.0,Sales  ,5504.9,9
5428,Ziad Richard,22.0, Marketing,3968.76,4
5429,Ines David,21.0, Legal,5272.37,3
5430,Alice Laurent,47.0, Sales,7931.75,20
5431,Giulia Bertrand,37.0,Finance,6062.83,8
5432,Rita Lefebvre,46.0,Support,4112.17,12
5433,Omar Bertrand,64.0,IT,7114.5,13
5434,Ugo Bernard,45.0,Marketing,4510.38,7
5435,Jamal Bernard,56.0,R&D  ,6709.83,11
5436,Hugo Mercier,49.0, Marketing,5113.45,13
5437,Ines Garcia,40.0, Marketing,4919.13,8
5438,Emma Andre,40.0, Sales,4990.06,8
5439,Wassim Dubois,37.0, Legal,7147.17,8
5440,Maya Durand,27.0,Sales,5063.85,7
5441,Pablo Lefebvre,28.0, IT,6435.5,10
5442,Rita Morel,44.0,Hr,4499.88,12
5443,Giulia Richard,19.0,Sales,4124.12,1
5444,Jamal Dubois,35.0,Legal,7453.9,11
5445,Qi David,39.0, Operations,5329.27,11
5446,Sara Roux,50.0,IT  ,7334.32,17
5447,Claire Moreau,58.0,FINANCE,7920.72,15
5448,Farid Garcia,23.0,It,4901.72,5
5449,Jamal Fournier,32.0,R&D  ,5354.17,6
5450,Pablo Mercier,40.0,it,5694.57,6
5451,Qi Lefebvre,26.0,Sales,5095.87,8
5452,David Bertrand,61.0,HR  ,5696.9,12
5453,Farid Simon,63.0,Sales,6688.35,15
5454,Jamal Dubois,63.0,MARKETING,6784.18,22
5455,Omar Michel,35.0,operations,5064.24,9
5456,Noah Martin,31.0, Operations,5394.48,9
5457,Wassim Girard,56.0,R&D  ,7363.09,12
5458,Val Petit,48.0,Support  ,4198.23,13
5459,Alice Dubois,33.0,R&D  ,6940.01,12
5460,Maya Petit,47.0, Marketing,4489.51,8
5461,Giulia Martin,37.0,sales,6493.91,12
5462,Ines Michel,47.0,OPERATIONS,4948.94,10
5463,Maya David,50.0,Support,4966.8,15
5464,Liam Roux,31.0,Support,3881.8,7
5465,Jamal Petit,44.0,MARKETING,5070.97,9
5466,Ziad Girard,27.0,marketing,4562.91,7
5467,Omar Bernard,49.0,r&d,7320.53,11
5468,Alice Andre,40.0,Sales  ,5665.75,11
5469,Ines Simon,54.0,Marketing,6314.61,18
5470,Sara Laurent,34.0,Hr,4155.52,8
5471,Qi Andre,57.0, R&D,8257.81,18
5472,Claire Simon,53.0, HR,5011.75,14
5473,Jamal Andre,62.0,IT,7983.97,17
5474,Omar Robert,38.0,Operations,5678.07,10
5475,Tom Michel,48.0,Sales,6041.63,14
5476,Katia Bernard,58.0, Marketing,6640.74,18
5477,Farid Morel,33.0,IT  ,5875.87,7
5478,Alice Morel,53.0,Operations,5380.85,11
5479,David Dubois,57.0, Marketing,4573.38,10
5480,Pablo Simon,34.0,R&d,8505.97,16
5481,Farid Bertrand,47.0,r&d,6497.42,12
5482,Ziad Moreau,44.0,support,4917.74,13
5483,Xia Bertrand,38.0,FINANCE,,9
5484,Maya David,36.0,OPERATIONS,4555.39,7
5485,Ines Moreau,55.0,Sales,6000.41,14
5486,Farid Durand,60.0,support,5183.42,18
5487,Ines Fournier,53.0,Finance,7753.77,15
5488,Liam Moreau,39.0,R&d,7868.77,15
5489,Tom Durand,24.0,IT,3855.86,1
5490,Emma Simon,36.0, IT,6323.85,11
5491,Wassim Laurent,48.0,finance,6744.75,10
5492,Pablo Roux,34.0,MARKETING,5757.5,10
5493,Emma Martin,54.0,HR,5792.02,14
5494,Noah Mercier,55.0,Finance,8111.77,19
5495,Jamal Bernard,32.0,It,6540.65,11
5496,Hugo Mercier,59.0,Finance,7366.92,12
5497,Liam Garcia,46.0, Sales,5843.35,13
5498,Ines Bertrand,62.0, Legal,9386.59,18
5499,Yara Fournier,64.0,finance,9762.32,24
5500,Katia Dubois,59.0,Operations,6408.55,16
5501,Emma Morel,60.0,r&d,9246.76,21
5502,Ziad Fournier,64.0,SALES,6475.96,15
5503,Yara Durand,62.0,LEGAL,9047.56,17
5504,Wassim Morel,61.0,FINANCE,8714.43,17
5505,Noah Garcia,27.0,HR,4711.65,9
5506,David Andre,56.0,Operations,5491.23,11
5507,Hugo Petit,53.0,OPERATIONS,6135.46,14
5508,Ines Robert,,support,3027.48,2
5509,Yara Dubois,55.0,hr,5379.56,11
5510,Alice Michel,56.0,Marketing  ,6174.07,16
5511,Giulia Richard,43.0,FINANCE,8474.85,16
5512,Wassim Garcia,28.0,R&D,6195.68,9
5513,Xia Roux,63.0, Support,6128.42,19
5514,Yara Simon,23.0, Marketing,4483.65,5
5515,Liam Roux,47.0,Support,4282.95,11
5516,Val Girard,49.0, Operations,6767.54,16
5517,Giulia Martin,54.0,HR  ,4788.35,12
5518,Qi Simon,59.0,R&d,7987.01,16
5519,Farid Mercier,,operations,5961.08,17
5520,Omar Petit,59.0, Support,4666.59,14
5521,Rita Durand,21.0,FINANCE,4356.35,0
5522,Maya Girard,,IT,7275.43,15
5523,Rita Laurent,50.0,LEGAL,8309.09,14
5524,Yara Laurent,62.0, IT,6919.61,13
5525,Ugo Andre,26.0,it,5802.69,8
5526,Tom Mercier,44.0,HR,4273.47,9
5527,Ugo David,61.0, R&D,7725.55,14
5528,Hugo Garcia,47.0, Finance,7070.49,11
5529,Hugo Petit,19.0, Marketing,3663.39,1
5530,Hugo Richard,40.0,Hr,5446.32,13
5531,Jamal Bernard,43.0,R&D,6610.09,11
5532,Ziad Simon,54.0,finance,7808.42,16
5533,Jamal David,36.0,Sales,5213.5,9
5534,Omar Lefebvre,50.0,MARKETING,6118.82,17
5535,David Morel,21.0,HR,3785.39,3
5536,Pablo Andre,21.0,Support,2926.95,3
5537,Ines Roux,40.0,R&D,6049.37,8
5538,Hugo Moreau,59.0,R&D,7196.98,12
5539,Yara Vincent,20.0,HR  ,3118.54,2
5540,Giulia Vincent,37.0,Support,3334.11,4
5541,Rita Martin,39.0, Sales,,12
5542,Rita Richard,48.0,It,6844.0,13
5543,Liam Michel,47.0,SALES,5849.62,10
5544,Ziad Bernard,32.0,r&d,5590.3,6
5545,Ugo Dubois,31.0,it,5967.87,10
5546,Maya Moreau,20.0,MARKETING,3421.25,0
5547,Rita Lefebvre,53.0,IT,7508.08,17
5548,Farid Garcia,20.0,SUPPORT,3681.62,2
5549,Val Roux,27.0,Legal,6928.4,9
5550,Alice Girard,25.0,Support,3710.69,7
5551,Hugo Garcia,24.0,Finance,5591.53,3
5552,David Bernard,47.0,It,6379.64,14
5553,Ines Bertrand,25.0,SALES,5005.2,5
5554,Noah Morel,31.0,Operations,4502.24,7
5555,Omar David,56.0,support,4790.3,18
5556,Val Girard,24.0,Operations  ,4086.94,1
5557,Ugo Moreau,,Legal  ,5284.52,2
5558,Ugo Durand,60.0, Legal,8921.03,18
5559,Maya Mercier,28.0,MARKETING,5309.03,8
5560,Wassim Girard,23.0,R&D  ,5128.69,5
5561,Liam Mercier,33.0,Marketing  ,4864.71,10
5562,Sara Mercier,46.0,IT  ,7749.0,15
5563,Xia Bertrand,22.0, R&D,4468.51,3
5564,Rita Durand,24.0, Operations,4189.89,5
5565,Giulia Bertrand,39.0,Marketing,5242.28,10
5566,Tom Lefebvre,37.0,Marketing,4900.08,8
5567,Omar David,25.0,Finance,,7
5568,Jamal Vincent,27.0,SALES,4479.11,6
5569,Qi Vincent,57.0,It,6880.07,15
5570,Val Richard,64.0,support,4596.58,15
5571,Maya Robert,49.0, Legal,8281.0,15
5572,David Robert,48.0,Support,4509.07,11
5573,Tom Roux,35.0,sales,5637.77,12
5574,Jamal David,52.0,R&D,7360.7,16
5575,Pablo Garcia,48.0,HR,5716.24,16
5576,Katia Laurent,,Legal,,2
5577,Ines Mercier,64.0,Operations,6375.14,17
5578,Qi Simon,33.0,Hr,4215.7,7
5579,Rita Moreau,41.0,marketing,4647.6,8
5580,Ines Garcia,37.0,Finance,6809.55,13
5581,Val Dubois,34.0,Operations,5183.0,8
5582,David Laurent,25.0,HR,3548.73,4
5583,Val Roux,55.0, Marketing,5169.22,12
5584,Qi Lefebvre,39.0,Marketing  ,4849.75,8
5585,David Robert,49.0,LEGAL,9718.89,19
5586,Maya Lefebvre,,Support  ,5094.31,13
5587,Omar Simon,,Sales  ,4493.79,7
5588,Giulia Martin,57.0,SUPPORT,4739.86,16
5589,David Andre,39.0,R&d,6033.7,8
5590,Noah Laurent,27.0, Operations,4643.66,9
5591,Alice Richard,54.0,Marketing,6137.83,17
5592,Rita Martin,56.0, Operations,5248.89,11
5593,Qi Martin,63.0,it,7969.12,18
5594,Rita David,49.0,Support,3816.83,10
5595,Yara Dubois,48.0,It,8992.9,21
5596,Sara Richard,32.0,finance,6543.24,11
5597,David Garcia,23.0, Sales,4274.94,1
5598,Bob Roux,62.0,IT  ,8197.23,20
5599,Tom Simon,61.0,FINANCE,7674.53,15
5600,Sara Richard,31.0,R&D  ,4971.95,4
5601,Ugo Laurent,41.0,operations,5137.36,10
5602,Hugo Garcia,52.0,Operations  ,5361.37,11
5603,Hugo Laurent,60.0,R&D,8632.8,17
5604,Val Andre,41.0,IT  ,6353.97,8
5605,Ugo Robert,24.0,R&D  ,6034.23,6
5606,Tom Simon,46.0,hr,4753.37,10
5607,Omar Andre,58.0, Support,4262.02,14
5608,Claire Bernard,58.0, Support,5192.23,19
5609,Jamal Morel,36.0,Legal,6793.85,9
5610,Farid Morel,,Support  ,4507.12,10
5611,Farid Martin,54.0, IT,,15
5612,Pablo Simon,61.0, Marketing,5932.96,16
5613,Emma Michel,63.0,Operations  ,,18
5614,Rita Laurent,57.0,R&D,8024.06,16
5615,Emma Dubois,28.0,R&D,6071.12,7
5616,Ziad Vincent,19.0,It,4716.37,1
5617,Ugo Roux,38.0,Finance,5878.65,9
5618,Wassim Vincent,37.0,Finance,5839.64,7
5619,Val Morel,40.0,Marketing,4885.69,7
5620,Ziad Mercier,21.0,IT,4108.43,3
5621,Ugo Mercier,51.0,hr,5561.17,16
5622,Farid Dubois,39.0,it,6040.93,11
5623,Yara Bertrand,60.0,Support,4346.73,17
5624,Liam Garcia,27.0, Operations,4789.86,6
5625,Liam Martin,43.0,R&d,7621.52,11
5626,Jamal Fournier,26.0,Legal,6416.05,7
5627,Ugo Laurent,34.0,OPERATIONS,5354.59,9
5628,Ugo Lefebvre,37.0,SUPPORT,4232.13,10
5629,Liam Durand,61.0, Operations,6183.0,17
5630,Katia Lefebvre,23.0,HR  ,3523.32,2
5631,Omar Garcia,39.0,Operations  ,4959.99,9
5632,Giulia Moreau,37.0,Finance,7726.05,14
5633,Xia Bernard,52.0,Hr,5545.23,16
5634,Jamal Dubois,22.0, R&D,4829.65,4
5635,Katia Andre,47.0,FINANCE,7885.56,15
5636,Pablo Laurent,59.0, Marketing,6322.22,15
5637,Giulia Fournier,24.0,R&d,5230.38,3
5638,Ziad Roux,38.0,r&d,7267.07,13
5639,Claire Andre,59.0, R&D,7999.03,14
5640,Xia Durand,39.0,IT,,11
5641,Wassim Vincent,22.0,SALES,4525.07,4
5642,Katia Andre,53.0, Operations,5335.36,15
5643,David Lefebvre,45.0,finance,6578.59,10
5644,David Fournier,41.0,Marketing  ,4914.07,9
5645,Ines Michel,31.0,finance,6858.03,10
5646,Jamal Garcia,50.0,Operations  ,6115.04,15
5647,Omar Laurent,40.0,Marketing,6315.5,15
5648,Giulia Robert,63.0,Legal,9508.59,19
5649,Emma Fournier,21.0,hr,3714.65,3
5650,Jamal Laurent,32.0,Marketing  ,5185.27,8
5651,Maya Dubois,42.0, Marketing,5430.21,11
5652,Val Vincent,29.0,IT,5656.91,7
5653,Val Lefebvre,41.0,Marketing,5413.62,12
5654,Qi Garcia,35.0,It,5450.61,9
5655,Bob Lefebvre,34.0,Finance,6288.46,7
5656,Katia Garcia,21.0, Marketing,3445.65,3
5657,Alice Martin,42.0,Sales  ,4449.62,8
5658,Farid Dubois,22.0,Sales  ,4196.65,4
5659,Hugo Moreau,42.0,Operations,5786.06,14
5660,Qi Robert,35.0,Support,4282.86,13
5661,Sara Morel,21.0,it,4321.52,3
5662,Qi Martin,58.0, Legal,10609.12,24
5663,Val Simon,38.0,IT,6823.25,10
5664,Alice Michel,62.0, R&D,8525.01,19
5665,Ugo Durand,39.0,R&D  ,6054.36,8
5666,Wassim Robert,31.0,Finance,,9
5667,Hugo Bernard,21.0,HR  ,3199.69,3
5668,Hugo David,40.0,MARKETING,4443.06,7
5669,Wassim Robert,28.0, IT,5277.58,6
5670,Noah Mercier,36.0,HR,5406.41,15
5671,Emma Robert,,sales,7005.23,17
5672,Yara Durand,20.0, IT,4530.01,2
5673,Val Mercier,35.0, Finance,5910.02,8
5674,David Moreau,33.0,Operations,4622.21,9
5675,Noah Richard,63.0,Sales,6162.57,14
5676,Yara Morel,48.0,Legal,7222.73,11
5677,Rita Dubois,60.0,it,6948.44,13
5678,Maya Durand,50.0,Finance,8690.38,20
5679,Xia Richard,23.0, R&D,4244.25,0
5680,Emma Simon,57.0,operations,5539.19,14
5681,Rita Richard,31.0,sales,5342.16,10
5682,Farid Richard,52.0, Finance,7822.42,16
5683,Katia Richard,32.0,Finance,6042.47,4
5684,Yara Girard,21.0,sales,3681.49,3
5685,Jamal Michel,30.0,Finance  ,5816.51,7
5686,Alice Fournier,55.0,MARKETING,5053.46,13
5687,Noah Richard,31.0,MARKETING,4300.16,6
5688,Rita Moreau,64.0, Marketing,5790.09,14
5689,Claire Andre,40.0, IT,6496.75,11
5690,Pablo Garcia,22.0,operations,3449.12,0
5691,Hugo Richard,19.0, Marketing,3761.01,1
5692,Noah Andre,51.0,Sales  ,6133.24,15
5693,Yara Garcia,58.0,Finance,8888.22,19
5694,Liam Durand,59.0,Support  ,4652.93,17
5695,Alice Richard,27.0,OPERATIONS,4261.48,6
5696,Ugo Petit,61.0,hr,6570.12,22
5697,Ugo Simon,28.0,HR,4143.23,5
5698,Ziad Lefebvre,22.0,sales,3812.02,4
5699,Noah Laurent,37.0,Finance,6837.63,12
5700,Noah Michel,33.0,SALES,5836.97,11
5701,Bob Mercier,49.0,Marketing,6073.81,15
5702,Bob Andre,40.0,HR,3791.82,8
5703,Tom Garcia,23.0,Marketing,4207.37,5
5704,Ines Girard,37.0,Legal  ,6447.1,7
5705,Maya Simon,29.0,Sales  ,4183.42,4
5706,Xia Martin,52.0,legal,8440.87,15
5707,Jamal Simon,19.0,Support,3415.08,1
5708,Xia Fournier,,Legal,6413.23,9
5709,Bob Mercier,47.0,IT,7251.57,14
5710,Sara Richard,37.0,IT,5674.59,8
5711,Ines Bernard,23.0,finance,5481.09,5
5712,Claire Martin,42.0,Operations,5335.45,12
5713,Rita Michel,43.0,IT  ,5801.4,7
5714,David Laurent,35.0, HR,4241.27,7
5715,Liam Petit,27.0,sales,5057.76,9
5716,Rita David,25.0,hr,4246.23,7
5717,Xia Vincent,35.0,Hr,4978.21,10
5718,David Lefebvre,39.0,R&D,7335.05,13
5719,Liam Dubois,63.0,HR,6005.0,19
5720,Omar Robert,21.0,operations,3245.99,0
5721,Jamal Martin,52.0, Support,4284.87,9
5722,Emma Michel,,Marketing  ,4955.26,8
5723,Ugo Andre,23.0,MARKETING,4052.46,5
5724,Yara Durand,57.0, IT,6631.21,13
5725,Omar Petit,61.0,FINANCE,7243.2,15
5726,Xia Bernard,64.0,OPERATIONS,5188.13,12
5727,Ugo Dubois,64.0,sales,6878.61,17
5728,Pablo Moreau,64.0,SUPPORT,4843.74,14
5729,Rita Bernard,21.0,hr,4218.49,2
5730,Wassim Roux,36.0, Finance,7514.08,12
5731,Hugo Mercier,48.0,r&d,7108.54,12
5732,Ines Durand,58.0,support,4630.17,17
5733,Giulia Petit,48.0,Operations,5493.54,12
5734,Maya Bernard,60.0, R&D,8386.64,17
5735,Ziad Michel,62.0,HR  ,6433.14,20
5736,Rita Bertrand,,R&D  ,6037.73,8
5737,Hugo Andre,55.0,It,8136.75,17
5738,Giulia Bertrand,52.0, IT,6291.29,9
5739,Ugo Garcia,44.0,IT  ,6393.13,10
5740,Katia Garcia,52.0,IT  ,6296.18,12
5741,Tom Durand,32.0,Support  ,4672.39,13
5742,Sara Fournier,41.0,IT,8100.34,19
5743,Ziad Bernard,23.0,SALES,4206.27,5
5744,Alice Richard,47.0,IT  ,6434.82,10
5745,Jamal Andre,32.0,Support,3909.33,6
5746,Omar Roux,55.0,Sales,6599.6,18
5747,Omar Michel,20.0,Operations,3643.32,2
5748,Katia Lefebvre,25.0,marketing,4683.21,5
5749,Farid Andre,22.0,operations,3958.7,4
5750,Sara Durand,46.0,Marketing,5050.31,9
5751,Pablo Garcia,39.0,Marketing,6097.83,17
5752,Jamal Dubois,50.0,Finance  ,7750.92,15
5753,Alice Dubois,,Legal,8410.4,15
5754,Qi Robert,35.0, Marketing,5535.99,14
5755,Alice Girard,41.0,Legal,6604.96,8
5756,Maya Bernard,50.0,IT,7140.42,15
5757,Hugo Girard,61.0,Sales  ,5797.29,15
5758,Emma Robert,48.0,FINANCE,6254.11,11
5759,Ines Lefebvre,29.0,IT,5701.51,8
5760,Ziad Bertrand,40.0,Operations,4021.21,5
5761,Rita Fournier,35.0,R&D  ,6780.28,12
5762,Sara Roux,41.0,sales,6381.14,13
5763,Rita Simon,47.0,Support  ,4240.07,8
5764,Wassim Moreau,33.0,Legal,6359.63,6
5765,Qi Michel,40.0,legal,8103.93,12
5766,David Fournier,, Marketing,6632.13,16
5767,Farid Lefebvre,53.0,Legal  ,8813.92,17
5768,Val Bernard,23.0,Operations,3729.3,5
5769,Pablo David,52.0,It,7611.43,17
5770,Katia Fournier,51.0,Legal,7198.41,12
5771,Liam Morel,55.0,Finance,8522.98,16
5772,Ugo Mercier,37.0,Sales,5359.58,10
5773,Giulia Fournier,35.0, Marketing,4750.06,4
5774,David Laurent,57.0,SALES,4404.7,6
5775,Hugo Richard,64.0,Support,5263.3,22
5776,Pablo Martin,57.0, Legal,8525.45,16
5777,Wassim Vincent,46.0,Support  ,4638.84,14
5778,Ziad Moreau,36.0,Marketing  ,5093.22,10
5779,Xia Laurent,36.0, Operations,4842.81,10
5780,David Simon,,LEGAL,9241.88,16
5781,Hugo Fournier,21.0,Finance  ,4625.96,3
5782,Ziad Durand,51.0,LEGAL,,11
5783,Giulia Michel,59.0,Legal,7470.62,13
5784,Omar Dubois,43.0,MARKETING,5918.46,14
5785,Yara Bernard,33.0,R&D,6811.36,10
5786,Qi Richard,60.0,sales,7053.94,17
5787,Wassim Roux,50.0,Operations,5727.14,13
5788,Alice Bernard,61.0,Legal  ,,17
5789,Bob Durand,39.0,FINANCE,6327.78,8
5790,Tom Lefebvre,27.0,R&d,5475.48,5
5791,Pablo David,35.0,Operations,5540.2,12
5792,Jamal Garcia,,HR  ,3991.44,4
5793,Ziad Richard,41.0, R&D,6667.51,12
5794,Hugo Mercier,49.0,R&D  ,7223.59,12
5795,Ines Martin,38.0,marketing,3841.78,4
5796,Tom Roux,58.0,operations,6221.69,15
5797,Farid Mercier,56.0,It,7378.24,15
5798,Liam Fournier,58.0, Marketing,,13
5799,Xia Lefebvre,43.0,LEGAL,7275.71,13
5800,Hugo Fournier,40.0,SUPPORT,4344.74,12
5801,Yara Fournier,36.0, Marketing,,7
5802,Tom Mercier,64.0,LEGAL,9441.92,18
5803,Bob Robert,53.0,Sales  ,6146.91,15
5804,Xia Lefebvre,59.0,SUPPORT,4421.25,14
5805,Val Richard,29.0, Legal,6567.8,6
5806,Omar Dubois,53.0,legal,10020.63,20
5807,Claire Vincent,43.0,Marketing,6081.41,17
5808,Giulia Bernard,20.0,Sales,2996.95,2
5809,Maya Bertrand,64.0, R&D,8885.45,19
5810,Xia Morel,55.0,Support  ,4310.45,13
5811,Claire Fournier,30.0,FINANCE,6270.29,7
5812,Pablo David,46.0,Support,3805.4,4
5813,Claire Lefebvre,52.0, Sales,5755.8,13
5814,Liam Richard,39.0, Marketing,5991.32,15
5815,Giulia Simon,33.0,HR,4341.44,9
5816,Pablo Petit,41.0,HR,5005.05,14
5817,Rita Petit,24.0,Operations,3848.61,1
5818,Noah Roux,60.0,legal,8076.01,13
5819,David David,39.0,SALES,5798.26,11
5820,Katia Martin,42.0,marketing,5981.67,12
5821,Xia Bernard,25.0, IT,6157.04,7
5822,Claire Simon,55.0,Operations  ,5717.36,16
5823,Ziad Vincent,42.0,it,5950.6,8
5824,Bob Bernard,32.0,Sales,5053.32,7
5825,Pablo Andre,51.0,support,3529.37,11
5826,Noah Lefebvre,61.0,Sales,6838.87,16
5827,Val David,27.0,Marketing  ,4299.21,8
5828,Alice David,36.0,it,8242.93,16
5829,Yara Bernard,58.0,HR  ,5472.74,17
5830,Katia Durand,57.0,R&D  ,7239.09,14
5831,Giulia Fournier,27.0,legal,6485.44,8
5832,Xia Girard,31.0,Support,3189.34,4
5833,David Garcia,61.0,IT,8482.22,21
5834,Pablo Bertrand,46.0, HR,4239.07,8
5835,Bob Moreau,,IT  ,5616.45,10
5836,Wassim Laurent,52.0,R&D,9057.54,20
5837,Giulia Moreau,19.0,R&D,4263.21,1
5838,David Garcia,55.0, Sales,6368.31,13
5839,Claire Mercier,57.0, Legal,8517.34,16
5840,Ziad Mercier,57.0,It,7574.66,17
5841,Katia Girard,20.0,Finance  ,4455.38,2
5842,Giulia David,55.0, IT,8800.73,22
5843,Alice Petit,40.0,HR,5053.96,15
5844,Tom David,32.0,SALES,4420.22,6
5845,Tom Vincent,27.0,MARKETING,5251.18,9
5846,Giulia Michel,59.0,MARKETING,7068.27,22
5847,Noah Richard,62.0,Sales  ,7572.59,21
5848,Rita Martin,57.0,SALES,6006.72,13
5849,Katia Garcia,62.0,HR,5394.94,13
5850,Yara Lefebvre,62.0,legal,9628.47,20
5851,Liam Dubois,59.0,Hr,6103.32,20
5852,Yara David,47.0,Legal,6972.37,11
5853,Qi Michel,43.0, Support,3748.9,7
5854,Ines Robert,21.0,it,4652.33,3
5855,Katia Morel,49.0,Operations,5522.5,12
5856,Giulia Vincent,32.0, IT,5600.31,7
5857,Ziad Morel,55.0,R&d,7359.98,14
5858,Ines Fournier,54.0,LEGAL,9010.98,17
5859,Wassim Lefebvre,36.0,HR  ,4849.22,11
5860,Wassim David,50.0,HR,5245.77,14
5861,Jamal Mercier,27.0,HR  ,3595.94,5
5862,Sara Simon,29.0,OPERATIONS,4916.29,5
5863,Liam Bertrand,36.0,HR  ,5259.98,9
5864,Yara Girard,47.0,support,5527.95,19
5865,David Michel,56.0,FINANCE,8101.09,15
5866,Qi Moreau,35.0,finance,6516.74,10
5867,Val Bertrand,27.0,HR,4947.63,9
5868,Qi Bernard,19.0,IT,4303.73,1
5869,David Bertrand,56.0,Legal  ,8678.0,17
5870,Omar Moreau,33.0, Finance,5320.46,5
5871,Jamal Petit,34.0,Sales,5280.6,8
5872,Xia Vincent,61.0,Sales  ,6538.84,16
5873,Sara Lefebvre,40.0,IT  ,6135.23,11
5874,Ines Richard,60.0,Support,5557.13,20
5875,Pablo Richard,20.0,HR,3248.58,2
5876,Bob Garcia,41.0,HR  ,4189.83,11
5877,Claire Garcia,40.0,OPERATIONS,5850.49,13
5878,Farid Andre,35.0,r&d,6862.13,10
5879,Rita Simon,35.0, Finance,6262.03,10
5880,Bob Mercier,20.0,finance,4497.25,2
5881,Maya Michel,60.0,HR,4877.1,14
5882,Pablo Fournier,34.0,HR  ,5016.98,11
5883,Liam Moreau,32.0,IT,6260.74,10
5884,David Petit,23.0,marketing,4649.55,5
5885,Omar Lefebvre,51.0,Legal  ,7214.51,12
5886,Tom Robert,49.0,Finance  ,7506.03,14
5887,Jamal Girard,44.0, Legal,6536.39,9
5888,Omar Richard,44.0,operations,5086.84,11
5889,Liam Martin,63.0,Legal  ,8499.37,15
5890,Omar David,32.0,Marketing,4259.04,5
5891,Tom Simon,39.0,Legal,9396.05,18
5892,David Bernard,49.0,Finance  ,7468.97,17
5893,Liam Girard,34.0,MARKETING,3870.22,5
5894,Hugo Dubois,45.0, HR,5369.9,18
5895,Val Vincent,62.0,Sales,6975.39,15
5896,David Andre,64.0,Support,4131.36,12
5897,Rita Roux,34.0,FINANCE,4659.69,3
5898,Qi David,30.0,IT,5631.25,7
5899,Katia Fournier,37.0,SUPPORT,3601.58,9
5900,Omar Lefebvre,50.0,Support  ,4616.4,13
5901,Omar Lefebvre,23.0,HR,3643.6,5
5902,Ines Durand,28.0,it,4982.69,7
5903,Ines Simon,47.0,MARKETING,5233.05,11
5904,Jamal Morel,48.0,r&d,8289.77,16
5905,Xia Vincent,60.0,Legal,9729.14,18
5906,Qi Simon,63.0,Operations  ,7692.52,22
5907,Ugo Petit,52.0,support,5229.83,17
5908,Ziad Michel,59.0,Sales,6377.83,17
5909,Ugo Martin,57.0,LEGAL,8555.91,16
5910,Ugo Lefebvre,,Operations,5526.34,12
5911,Yara Laurent,28.0,hr,3439.92,0
5912,Sara Lefebvre,41.0,SUPPORT,4270.57,8
5913,Ziad Lefebvre,39.0,FINANCE,6716.57,11
5914,Noah Michel,60.0,finance,7207.2,11
5915,Omar Simon,,FINANCE,6996.61,14
5916,Claire Martin,37.0,r&d,7147.17,13
5917,Wassim Durand,36.0,hr,4253.4,7
5918,Omar Richard,21.0, Operations,4084.97,3
5919,Katia David,30.0,Marketing,5697.09,12
5920,Sara David,62.0,HR,4709.89,16
5921,Val Garcia,32.0,Finance  ,5688.53,5
5922,Alice Durand,21.0,Finance,4921.59,3
5923,Ziad Bertrand,34.0,Finance,6554.66,10
5924,Katia Petit,49.0, R&D,,12
5925,Noah Garcia,24.0,marketing,4418.46,6
5926,Bob Vincent,37.0,it,6938.68,11
5927,Farid Robert,48.0, Support,5253.86,13
5928,Sara Dubois,50.0,R&d,7725.91,15
5929,Yara David,61.0, Legal,9195.85,19
5930,Bob Petit,23.0, HR,3927.04,5
5931,Emma Dubois,33.0,SUPPORT,4065.69,4
5932,Bob Laurent,52.0,SALES,6113.9,15
5933,Rita Mercier,54.0,R&D  ,7879.66,15
5934,Farid Bertrand,44.0, HR,4697.21,12
5935,Hugo Dubois,22.0,Legal  ,6003.65,4
5936,Maya Andre,38.0,It,5588.47,7
5937,Val Lefebvre,35.0,operations,5243.99,8
5938,Pablo Roux,29.0,IT,4890.47,5
5939,Giulia Michel,29.0,R&d,6447.6,8
5940,Val Laurent,44.0,Operations,6242.47,16
